ID_PGTO;ID_RCBE;VL;DS_TRAN;DT_REFE;
CNPJ_01061;CNPJ_07467;46671;PIX;2025-03-30;
CNPJ_01061;CNPJ_07467;12141;PIX;2025-05-30;
CNPJ_01061;CNPJ_07496;11041;BOLETO;2025-03-30;
CNPJ_01061;CNPJ_07496;7016;PIX;2025-05-30;
CNPJ_01061;CNPJ_07600;53441;PIX;2025-03-30;
CNPJ_01061;CNPJ_07600;62357;PIX;2025-05-30;
CNPJ_01061;CNPJ_07643;107454;SISTEMICO;2025-03-30;
CNPJ_01061;CNPJ_07643;147667;PIX;2025-05-30;
CNPJ_01061;CNPJ_07656;46711;PIX;2025-04-29;
CNPJ_01061;CNPJ_07656;130154;PIX;2025-05-30;
CNPJ_01061;CNPJ_07778;110301;BOLETO;2025-03-30;
CNPJ_01061;CNPJ_07778;112925;BOLETO;2025-05-30;
CNPJ_01061;CNPJ_07969;62073;TED;2025-04-29;
CNPJ_01061;CNPJ_07969;77387;PIX;2025-05-30;
CNPJ_01061;CNPJ_07991;42126;PIX;2025-03-30;
CNPJ_01061;CNPJ_07991;14135;BOLETO;2025-05-30;
CNPJ_01061;CNPJ_08007;24327;PIX;2025-03-30;
CNPJ_01061;CNPJ_08007;66150;PIX;2025-04-29;
CNPJ_01061;CNPJ_08128;14659;PIX;2025-03-30;
CNPJ_01061;CNPJ_08128;6994;TED;2025-05-30;
CNPJ_01061;CNPJ_08158;11437;PIX;2025-04-29;
CNPJ_01061;CNPJ_08158;4487;PIX;2025-05-30;
CNPJ_01061;CNPJ_08176;75830;SISTEMICO;2025-03-30;
CNPJ_01061;CNPJ_08176;127914;PIX;2025-05-30;
CNPJ_01061;CNPJ_08198;30615;BOLETO;2025-04-29;
CNPJ_01061;CNPJ_08198;44698;PIX;2025-05-30;
CNPJ_01061;CNPJ_08204;56995;TED;2025-03-30;
CNPJ_01061;CNPJ_08204;81589;PIX;2025-04-29;
CNPJ_01061;CNPJ_08239;129087;PIX;2025-03-30;
CNPJ_01061;CNPJ_08239;27540;BOLETO;2025-05-30;
CNPJ_01061;CNPJ_08343;76694;PIX;2025-03-30;
CNPJ_01061;CNPJ_08450;22689;PIX;2025-03-30;
CNPJ_01061;CNPJ_08450;17162;PIX;2025-05-30;
CNPJ_01061;CNPJ_08487;69601;BOLETO;2025-03-30;
CNPJ_01061;CNPJ_08487;83707;PIX;2025-04-29;
CNPJ_01061;CNPJ_08512;18130;TED;2025-03-30;
CNPJ_01061;CNPJ_08512;12432;PIX;2025-05-30;
CNPJ_01061;CNPJ_08560;15036;PIX;2025-03-30;
CNPJ_01061;CNPJ_08560;43042;PIX;2025-05-30;
CNPJ_01061;CNPJ_08758;774;BOLETO;2025-04-29;
CNPJ_01061;CNPJ_08758;242;BOLETO;2025-05-30;
CNPJ_01061;CNPJ_08820;40208;TED;2025-03-30;
CNPJ_01061;CNPJ_08820;50456;BOLETO;2025-05-30;
CNPJ_01061;CNPJ_08993;15212;BOLETO;2025-03-30;
CNPJ_01061;CNPJ_08993;65121;PIX;2025-04-29;
CNPJ_01061;CNPJ_09288;2622;PIX;2025-04-29;
CNPJ_01061;CNPJ_09288;5692;PIX;2025-05-30;
CNPJ_01061;CNPJ_09293;74134;SISTEMICO;2025-03-30;
CNPJ_01061;CNPJ_09293;143343;PIX;2025-04-29;
CNPJ_01061;CNPJ_09316;7887;PIX;2025-03-30;
CNPJ_01061;CNPJ_09316;10682;BOLETO;2025-04-29;
CNPJ_01061;CNPJ_09326;85718;BOLETO;2025-03-30;
CNPJ_01061;CNPJ_09326;124572;PIX;2025-05-30;
CNPJ_01061;CNPJ_09346;55336;PIX;2025-03-30;
CNPJ_01061;CNPJ_09346;92083;TED;2025-04-29;
CNPJ_01061;CNPJ_09411;30475;TED;2025-03-30;
CNPJ_01061;CNPJ_09411;36703;BOLETO;2025-04-29;
CNPJ_01061;CNPJ_09499;9306;PIX;2025-04-29;
CNPJ_01061;CNPJ_09499;10172;PIX;2025-05-30;
CNPJ_01061;CNPJ_09546;13190;TED;2025-04-29;
CNPJ_01061;CNPJ_09546;4777;TED;2025-05-30;
CNPJ_01061;CNPJ_09836;61310;TED;2025-03-30;
CNPJ_01061;CNPJ_09836;31924;TED;2025-05-30;
CNPJ_01061;CNPJ_09843;29526;PIX;2025-03-30;
CNPJ_01061;CNPJ_09843;116638;TED;2025-05-30;
CNPJ_01061;CNPJ_09846;4012;PIX;2025-03-30;
CNPJ_01061;CNPJ_09846;9242;TED;2025-04-29;
CNPJ_01063;CNPJ_02197;14787;PIX;2025-03-30;
CNPJ_01063;CNPJ_02197;7826;BOLETO;2025-04-29;
CNPJ_01063;CNPJ_02281;4690;PIX;2025-03-30;
CNPJ_01063;CNPJ_02281;12277;PIX;2025-04-29;
CNPJ_01063;CNPJ_04435;3684;PIX;2025-03-30;
CNPJ_01063;CNPJ_04435;4685;BOLETO;2025-04-29;
CNPJ_01063;CNPJ_04458;25;PIX;2025-03-30;
CNPJ_01063;CNPJ_04458;32;PIX;2025-05-30;
CNPJ_01063;CNPJ_04838;10982;PIX;2025-03-30;
CNPJ_01063;CNPJ_04838;6692;PIX;2025-05-30;
CNPJ_01063;CNPJ_04935;5893;BOLETO;2025-03-30;
CNPJ_01063;CNPJ_04935;5759;PIX;2025-05-30;
CNPJ_01063;CNPJ_06905;12316;PIX;2025-03-30;
CNPJ_01063;CNPJ_06905;15500;PIX;2025-05-30;
CNPJ_01063;CNPJ_07398;449;PIX;2025-03-30;
CNPJ_01063;CNPJ_07398;550;BOLETO;2025-05-30;
CNPJ_01063;CNPJ_08641;1188;PIX;2025-03-30;
CNPJ_01063;CNPJ_08641;482;PIX;2025-05-30;
CNPJ_01063;CNPJ_08869;6162;PIX;2025-03-30;
CNPJ_01063;CNPJ_08869;5560;PIX;2025-05-30;
CNPJ_01063;CNPJ_09228;8776;TED;2025-03-30;
CNPJ_01063;CNPJ_09228;1824;SISTEMICO;2025-04-29;
CNPJ_01063;CNPJ_09803;8038;PIX;2025-03-30;
CNPJ_01063;CNPJ_09803;2373;TED;2025-04-29;
CNPJ_01064;CNPJ_00328;528;TED;2025-03-30;
CNPJ_01064;CNPJ_00328;358;PIX;2025-04-29;
CNPJ_01064;CNPJ_00496;184;BOLETO;2025-03-30;
CNPJ_01064;CNPJ_00496;96;BOLETO;2025-04-29;
CNPJ_01064;CNPJ_00551;12666;PIX;2025-03-30;
CNPJ_01064;CNPJ_00551;17130;PIX;2025-05-30;
CNPJ_01064;CNPJ_01106;6058;SISTEMICO;2025-03-30;
CNPJ_01064;CNPJ_01106;20821;BOLETO;2025-04-29;
CNPJ_01064;CNPJ_01319;19757;PIX;2025-03-30;
CNPJ_01064;CNPJ_01319;5059;PIX;2025-04-29;
CNPJ_01064;CNPJ_01395;17888;BOLETO;2025-03-30;
CNPJ_01064;CNPJ_01395;7848;BOLETO;2025-04-29;
CNPJ_01064;CNPJ_02008;589;PIX;2025-03-30;
CNPJ_01064;CNPJ_02008;881;PIX;2025-05-30;
CNPJ_01064;CNPJ_02305;12921;TED;2025-03-30;
CNPJ_01064;CNPJ_02305;11622;PIX;2025-05-30;
CNPJ_01064;CNPJ_02556;6640;SISTEMICO;2025-03-30;
CNPJ_01064;CNPJ_02556;19226;PIX;2025-04-29;
CNPJ_01064;CNPJ_02647;12643;PIX;2025-03-30;
CNPJ_01064;CNPJ_02647;3035;SISTEMICO;2025-05-30;
CNPJ_01064;CNPJ_02919;17615;SISTEMICO;2025-03-30;
CNPJ_01064;CNPJ_02919;16679;PIX;2025-05-30;
CNPJ_01064;CNPJ_03242;6975;PIX;2025-03-30;
CNPJ_01064;CNPJ_03242;6210;BOLETO;2025-05-30;
CNPJ_01064;CNPJ_03732;10200;BOLETO;2025-03-30;
CNPJ_01064;CNPJ_03732;14007;SISTEMICO;2025-04-29;
CNPJ_01064;CNPJ_03818;9948;TED;2025-03-30;
CNPJ_01064;CNPJ_03818;18147;PIX;2025-04-29;
CNPJ_01064;CNPJ_04813;8938;PIX;2025-03-30;
CNPJ_01064;CNPJ_04813;2445;PIX;2025-05-30;
CNPJ_01064;CNPJ_05085;3039;PIX;2025-04-29;
CNPJ_01064;CNPJ_05085;6146;PIX;2025-05-30;
CNPJ_01064;CNPJ_05184;13645;PIX;2025-03-30;
CNPJ_01064;CNPJ_05184;12424;PIX;2025-05-30;
CNPJ_01064;CNPJ_05552;14553;PIX;2025-03-30;
CNPJ_01064;CNPJ_05552;16316;SISTEMICO;2025-05-30;
CNPJ_01064;CNPJ_06115;1542;PIX;2025-03-30;
CNPJ_01064;CNPJ_06115;1193;PIX;2025-05-30;
CNPJ_01064;CNPJ_07322;18761;PIX;2025-03-30;
CNPJ_01064;CNPJ_07322;7320;PIX;2025-05-30;
CNPJ_01064;CNPJ_08624;14196;BOLETO;2025-03-30;
CNPJ_01064;CNPJ_08624;7415;PIX;2025-04-29;
CNPJ_01064;CNPJ_08993;10658;PIX;2025-03-30;
CNPJ_01064;CNPJ_08993;6596;BOLETO;2025-05-30;
CNPJ_01064;CNPJ_09676;5178;BOLETO;2025-03-30;
CNPJ_01064;CNPJ_09676;12059;PIX;2025-04-29;
CNPJ_01065;CNPJ_08339;875;PIX;2025-03-30;
CNPJ_01065;CNPJ_08339;1962;BOLETO;2025-05-30;
CNPJ_01065;CNPJ_08612;391;SISTEMICO;2025-04-29;
CNPJ_01065;CNPJ_08612;487;PIX;2025-05-30;
CNPJ_01066;CNPJ_02240;292;PIX;2025-03-30;
CNPJ_01066;CNPJ_02240;160;BOLETO;2025-05-30;
CNPJ_01066;CNPJ_03090;1621;PIX;2025-03-30;
CNPJ_01066;CNPJ_03090;3761;PIX;2025-05-30;
CNPJ_01066;CNPJ_05346;1599;PIX;2025-04-29;
CNPJ_01066;CNPJ_05346;1276;PIX;2025-05-30;
CNPJ_01066;CNPJ_05539;2816;PIX;2025-03-30;
CNPJ_01066;CNPJ_05539;1701;PIX;2025-05-30;
CNPJ_01066;CNPJ_08092;2178;PIX;2025-04-29;
CNPJ_01066;CNPJ_08092;754;PIX;2025-05-30;
CNPJ_01066;CNPJ_08176;3594;PIX;2025-04-29;
CNPJ_01066;CNPJ_08176;1090;BOLETO;2025-05-30;
CNPJ_01067;CNPJ_00551;761;PIX;2025-03-30;
CNPJ_01067;CNPJ_00551;445;BOLETO;2025-05-30;
CNPJ_01068;CNPJ_05381;651;PIX;2025-03-30;
CNPJ_01068;CNPJ_05381;800;PIX;2025-05-30;
CNPJ_01068;CNPJ_05939;303;PIX;2025-03-30;
CNPJ_01068;CNPJ_05939;1563;PIX;2025-05-30;
CNPJ_01068;CNPJ_09916;572;BOLETO;2025-03-30;
CNPJ_01068;CNPJ_09916;2393;BOLETO;2025-04-29;
CNPJ_01069;CNPJ_00535;47;PIX;2025-03-30;
CNPJ_01069;CNPJ_00535;119;PIX;2025-05-30;
CNPJ_01069;CNPJ_06662;1012;PIX;2025-03-30;
CNPJ_01069;CNPJ_06662;604;PIX;2025-04-29;
CNPJ_01070;CNPJ_06447;486;BOLETO;2025-04-29;
CNPJ_01070;CNPJ_06447;1141;SISTEMICO;2025-05-30;
CNPJ_01072;CNPJ_09662;718;PIX;2025-03-30;
CNPJ_01072;CNPJ_09662;722;TED;2025-05-30;
CNPJ_01073;CNPJ_05397;492;PIX;2025-04-29;
CNPJ_01073;CNPJ_05397;326;TED;2025-05-30;
CNPJ_01075;CNPJ_01221;708;PIX;2025-03-30;
CNPJ_01075;CNPJ_01221;392;TED;2025-04-29;
CNPJ_01075;CNPJ_07271;1951;PIX;2025-03-30;
CNPJ_01075;CNPJ_07271;1594;BOLETO;2025-05-30;
CNPJ_01075;CNPJ_09009;740;BOLETO;2025-03-30;
CNPJ_01075;CNPJ_09009;1557;PIX;2025-04-29;
CNPJ_01077;CNPJ_00075;18139;PIX;2025-04-29;
CNPJ_01077;CNPJ_00075;16163;PIX;2025-05-30;
CNPJ_01077;CNPJ_00091;107202;PIX;2025-03-30;
CNPJ_01077;CNPJ_00091;115113;TED;2025-04-29;
CNPJ_01077;CNPJ_00173;104578;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_00173;80898;PIX;2025-05-30;
CNPJ_01077;CNPJ_00365;50427;PIX;2025-04-29;
CNPJ_01077;CNPJ_00365;25694;PIX;2025-05-30;
CNPJ_01077;CNPJ_00405;6309;PIX;2025-04-29;
CNPJ_01077;CNPJ_00405;3701;PIX;2025-05-30;
CNPJ_01077;CNPJ_00451;55491;PIX;2025-04-29;
CNPJ_01077;CNPJ_00451;73263;PIX;2025-05-30;
CNPJ_01077;CNPJ_00615;21374;TED;2025-04-29;
CNPJ_01077;CNPJ_00615;61262;BOLETO;2025-05-30;
CNPJ_01077;CNPJ_00679;64547;PIX;2025-03-30;
CNPJ_01077;CNPJ_00679;29337;PIX;2025-04-29;
CNPJ_01077;CNPJ_00687;33072;PIX;2025-03-30;
CNPJ_01077;CNPJ_00687;101805;PIX;2025-05-30;
CNPJ_01077;CNPJ_00962;34598;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_00962;26254;PIX;2025-05-30;
CNPJ_01077;CNPJ_01216;122569;PIX;2025-05-30;
CNPJ_01077;CNPJ_01587;47031;PIX;2025-03-30;
CNPJ_01077;CNPJ_01587;74718;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_01609;30375;PIX;2025-04-29;
CNPJ_01077;CNPJ_01609;21582;PIX;2025-05-30;
CNPJ_01077;CNPJ_01638;134861;PIX;2025-03-30;
CNPJ_01077;CNPJ_01638;41022;PIX;2025-04-29;
CNPJ_01077;CNPJ_01773;28703;PIX;2025-04-29;
CNPJ_01077;CNPJ_01773;43864;PIX;2025-05-30;
CNPJ_01077;CNPJ_01967;32;PIX;2025-04-29;
CNPJ_01077;CNPJ_01967;26;PIX;2025-05-30;
CNPJ_01077;CNPJ_02144;14739;PIX;2025-03-30;
CNPJ_01077;CNPJ_02144;61774;TED;2025-04-29;
CNPJ_01077;CNPJ_02296;112717;PIX;2025-03-30;
CNPJ_01077;CNPJ_02296;56920;TED;2025-04-29;
CNPJ_01077;CNPJ_02305;8215;SISTEMICO;2025-04-29;
CNPJ_01077;CNPJ_02305;26699;PIX;2025-05-30;
CNPJ_01077;CNPJ_02562;30545;PIX;2025-03-30;
CNPJ_01077;CNPJ_02562;52356;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_02565;666;PIX;2025-03-30;
CNPJ_01077;CNPJ_02565;1373;SISTEMICO;2025-04-29;
CNPJ_01077;CNPJ_02715;26583;PIX;2025-04-29;
CNPJ_01077;CNPJ_02715;76462;PIX;2025-05-30;
CNPJ_01077;CNPJ_02769;1051;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_02769;926;PIX;2025-04-29;
CNPJ_01077;CNPJ_02973;72954;SISTEMICO;2025-03-30;
CNPJ_01077;CNPJ_02973;46093;PIX;2025-04-29;
CNPJ_01077;CNPJ_03017;85790;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_03017;78923;SISTEMICO;2025-05-30;
CNPJ_01077;CNPJ_03036;9733;PIX;2025-03-30;
CNPJ_01077;CNPJ_03054;83964;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_03115;42024;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_03115;32447;PIX;2025-05-30;
CNPJ_01077;CNPJ_03159;56980;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_03159;11910;TED;2025-04-29;
CNPJ_01077;CNPJ_03294;63087;TED;2025-03-30;
CNPJ_01077;CNPJ_03294;68475;PIX;2025-04-29;
CNPJ_01077;CNPJ_03446;63039;PIX;2025-04-29;
CNPJ_01077;CNPJ_03446;23478;PIX;2025-05-30;
CNPJ_01077;CNPJ_03469;42612;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_03591;23283;PIX;2025-03-30;
CNPJ_01077;CNPJ_03591;46706;PIX;2025-05-30;
CNPJ_01077;CNPJ_03622;40739;PIX;2025-04-29;
CNPJ_01077;CNPJ_03622;10084;PIX;2025-05-30;
CNPJ_01077;CNPJ_03659;101752;PIX;2025-04-29;
CNPJ_01077;CNPJ_03659;115152;PIX;2025-05-30;
CNPJ_01077;CNPJ_03818;55622;PIX;2025-03-30;
CNPJ_01077;CNPJ_03818;109858;PIX;2025-05-30;
CNPJ_01077;CNPJ_03883;4943;PIX;2025-03-30;
CNPJ_01077;CNPJ_03883;7517;PIX;2025-04-29;
CNPJ_01077;CNPJ_03993;87634;PIX;2025-03-30;
CNPJ_01077;CNPJ_03993;46542;PIX;2025-05-30;
CNPJ_01077;CNPJ_04033;36039;PIX;2025-04-29;
CNPJ_01077;CNPJ_04033;19813;PIX;2025-05-30;
CNPJ_01077;CNPJ_04103;179;PIX;2025-04-29;
CNPJ_01077;CNPJ_04103;332;TED;2025-05-30;
CNPJ_01077;CNPJ_04144;3710;PIX;2025-03-30;
CNPJ_01077;CNPJ_04144;16309;PIX;2025-04-29;
CNPJ_01077;CNPJ_04377;2951;TED;2025-04-29;
CNPJ_01077;CNPJ_04377;1254;PIX;2025-05-30;
CNPJ_01077;CNPJ_04667;25694;PIX;2025-03-30;
CNPJ_01077;CNPJ_04667;82315;BOLETO;2025-05-30;
CNPJ_01077;CNPJ_04813;68054;TED;2025-04-29;
CNPJ_01077;CNPJ_04813;90739;PIX;2025-05-30;
CNPJ_01077;CNPJ_05111;47635;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_05111;15246;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_05495;37182;TED;2025-03-30;
CNPJ_01077;CNPJ_05495;46296;PIX;2025-05-30;
CNPJ_01077;CNPJ_05516;110098;TED;2025-03-30;
CNPJ_01077;CNPJ_05516;53409;PIX;2025-05-30;
CNPJ_01077;CNPJ_05552;45054;PIX;2025-03-30;
CNPJ_01077;CNPJ_05552;38193;TED;2025-05-30;
CNPJ_01077;CNPJ_05573;90699;PIX;2025-04-29;
CNPJ_01077;CNPJ_05573;85785;PIX;2025-05-30;
CNPJ_01077;CNPJ_05735;91556;PIX;2025-03-30;
CNPJ_01077;CNPJ_05735;28346;SISTEMICO;2025-04-29;
CNPJ_01077;CNPJ_05894;9912;PIX;2025-03-30;
CNPJ_01077;CNPJ_05894;4021;TED;2025-05-30;
CNPJ_01077;CNPJ_06063;1872;PIX;2025-03-30;
CNPJ_01077;CNPJ_06063;5729;PIX;2025-05-30;
CNPJ_01077;CNPJ_06100;22313;PIX;2025-04-29;
CNPJ_01077;CNPJ_06100;24129;PIX;2025-05-30;
CNPJ_01077;CNPJ_06124;15881;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_06124;62057;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_06179;82841;PIX;2025-03-30;
CNPJ_01077;CNPJ_06179;41616;PIX;2025-04-29;
CNPJ_01077;CNPJ_06362;12983;PIX;2025-03-30;
CNPJ_01077;CNPJ_06362;35307;PIX;2025-05-30;
CNPJ_01077;CNPJ_06480;61518;PIX;2025-04-29;
CNPJ_01077;CNPJ_06492;5986;PIX;2025-03-30;
CNPJ_01077;CNPJ_06492;11987;PIX;2025-04-29;
CNPJ_01077;CNPJ_06493;59795;PIX;2025-03-30;
CNPJ_01077;CNPJ_06493;72895;PIX;2025-04-29;
CNPJ_01077;CNPJ_06792;70342;PIX;2025-03-30;
CNPJ_01077;CNPJ_06792;38841;PIX;2025-04-29;
CNPJ_01077;CNPJ_06904;157;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_06904;72;TED;2025-05-30;
CNPJ_01077;CNPJ_06938;2842;PIX;2025-03-30;
CNPJ_01077;CNPJ_06938;6192;PIX;2025-04-29;
CNPJ_01077;CNPJ_06978;67009;PIX;2025-03-30;
CNPJ_01077;CNPJ_06978;113502;PIX;2025-05-30;
CNPJ_01077;CNPJ_07035;55685;PIX;2025-03-30;
CNPJ_01077;CNPJ_07035;55188;PIX;2025-04-29;
CNPJ_01077;CNPJ_07257;102785;PIX;2025-05-30;
CNPJ_01077;CNPJ_07262;118152;PIX;2025-03-30;
CNPJ_01077;CNPJ_07262;23667;SISTEMICO;2025-05-30;
CNPJ_01077;CNPJ_07303;38439;PIX;2025-04-29;
CNPJ_01077;CNPJ_07359;6996;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_07359;11614;PIX;2025-05-30;
CNPJ_01077;CNPJ_07643;31458;PIX;2025-04-29;
CNPJ_01077;CNPJ_07643;77976;PIX;2025-05-30;
CNPJ_01077;CNPJ_07969;106541;TED;2025-04-29;
CNPJ_01077;CNPJ_07969;109474;PIX;2025-05-30;
CNPJ_01077;CNPJ_08336;13553;TED;2025-04-29;
CNPJ_01077;CNPJ_08336;32287;PIX;2025-05-30;
CNPJ_01077;CNPJ_08487;60854;PIX;2025-03-30;
CNPJ_01077;CNPJ_08487;32539;PIX;2025-04-29;
CNPJ_01077;CNPJ_08510;84955;PIX;2025-03-30;
CNPJ_01077;CNPJ_08510;50584;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_08587;15845;TED;2025-03-30;
CNPJ_01077;CNPJ_08587;10610;PIX;2025-05-30;
CNPJ_01077;CNPJ_08601;1869;TED;2025-04-29;
CNPJ_01077;CNPJ_08601;10834;TED;2025-05-30;
CNPJ_01077;CNPJ_08617;118342;PIX;2025-03-30;
CNPJ_01077;CNPJ_08617;21178;PIX;2025-04-29;
CNPJ_01077;CNPJ_08624;46037;TED;2025-03-30;
CNPJ_01077;CNPJ_08624;13888;PIX;2025-04-29;
CNPJ_01077;CNPJ_08701;54;PIX;2025-03-30;
CNPJ_01077;CNPJ_08701;26;PIX;2025-05-30;
CNPJ_01077;CNPJ_08900;24621;PIX;2025-03-30;
CNPJ_01077;CNPJ_08900;31839;PIX;2025-04-29;
CNPJ_01077;CNPJ_08951;12426;TED;2025-04-29;
CNPJ_01077;CNPJ_08951;5226;PIX;2025-05-30;
CNPJ_01077;CNPJ_08988;16036;PIX;2025-03-30;
CNPJ_01077;CNPJ_08988;15028;PIX;2025-04-29;
CNPJ_01077;CNPJ_08990;2061;PIX;2025-03-30;
CNPJ_01077;CNPJ_08990;2224;PIX;2025-04-29;
CNPJ_01077;CNPJ_09022;54205;BOLETO;2025-03-30;
CNPJ_01077;CNPJ_09022;37917;PIX;2025-04-29;
CNPJ_01077;CNPJ_09281;15981;TED;2025-04-29;
CNPJ_01077;CNPJ_09281;24930;PIX;2025-05-30;
CNPJ_01077;CNPJ_09293;69102;PIX;2025-03-30;
CNPJ_01077;CNPJ_09293;82917;PIX;2025-05-30;
CNPJ_01077;CNPJ_09313;42066;PIX;2025-05-30;
CNPJ_01077;CNPJ_09326;18761;PIX;2025-03-30;
CNPJ_01077;CNPJ_09326;70182;PIX;2025-04-29;
CNPJ_01077;CNPJ_09473;1766;BOLETO;2025-04-29;
CNPJ_01077;CNPJ_09473;504;PIX;2025-05-30;
CNPJ_01077;CNPJ_09726;5179;PIX;2025-03-30;
CNPJ_01077;CNPJ_09726;4208;PIX;2025-05-30;
CNPJ_01077;CNPJ_09836;61659;PIX;2025-04-29;
CNPJ_01077;CNPJ_09848;78343;PIX;2025-03-30;
CNPJ_01077;CNPJ_09848;31630;PIX;2025-05-30;
CNPJ_01078;CNPJ_00279;3132;TED;2025-04-29;
CNPJ_01078;CNPJ_00279;6144;SISTEMICO;2025-05-30;
CNPJ_01078;CNPJ_01289;2639;PIX;2025-04-29;
CNPJ_01078;CNPJ_01289;4292;PIX;2025-05-30;
CNPJ_01078;CNPJ_01466;8972;PIX;2025-04-29;
CNPJ_01078;CNPJ_01466;8071;PIX;2025-05-30;
CNPJ_01078;CNPJ_01924;5696;PIX;2025-03-30;
CNPJ_01078;CNPJ_01924;1421;PIX;2025-05-30;
CNPJ_01078;CNPJ_02083;5668;BOLETO;2025-03-30;
CNPJ_01078;CNPJ_02083;4170;TED;2025-05-30;
CNPJ_01078;CNPJ_03623;309;BOLETO;2025-03-30;
CNPJ_01078;CNPJ_03623;447;BOLETO;2025-04-29;
CNPJ_01078;CNPJ_03742;95;PIX;2025-03-30;
CNPJ_01078;CNPJ_03742;82;PIX;2025-04-29;
CNPJ_01078;CNPJ_04438;5627;PIX;2025-03-30;
CNPJ_01078;CNPJ_04438;11046;SISTEMICO;2025-04-29;
CNPJ_01078;CNPJ_04618;6092;BOLETO;2025-03-30;
CNPJ_01078;CNPJ_04618;6825;PIX;2025-05-30;
CNPJ_01078;CNPJ_04795;7679;PIX;2025-03-30;
CNPJ_01078;CNPJ_04795;5480;SISTEMICO;2025-05-30;
CNPJ_01078;CNPJ_05991;4028;BOLETO;2025-04-29;
CNPJ_01078;CNPJ_05991;5649;BOLETO;2025-05-30;
CNPJ_01078;CNPJ_06813;9324;PIX;2025-03-30;
CNPJ_01078;CNPJ_06813;3056;PIX;2025-04-29;
CNPJ_01078;CNPJ_07034;209;PIX;2025-04-29;
CNPJ_01078;CNPJ_07034;76;PIX;2025-05-30;
CNPJ_01078;CNPJ_09368;4571;PIX;2025-03-30;
CNPJ_01078;CNPJ_09368;7798;PIX;2025-05-30;
CNPJ_01078;CNPJ_09961;2945;PIX;2025-03-30;
CNPJ_01078;CNPJ_09961;5949;PIX;2025-04-29;
CNPJ_01079;CNPJ_05112;5194;BOLETO;2025-04-29;
CNPJ_01079;CNPJ_05112;2917;BOLETO;2025-05-30;
CNPJ_01079;CNPJ_05324;4442;PIX;2025-03-30;
CNPJ_01079;CNPJ_05324;5897;BOLETO;2025-04-29;
CNPJ_01079;CNPJ_05595;3394;PIX;2025-03-30;
CNPJ_01079;CNPJ_05595;1425;PIX;2025-05-30;
CNPJ_01079;CNPJ_05735;4820;BOLETO;2025-03-30;
CNPJ_01079;CNPJ_05735;4801;PIX;2025-04-29;
CNPJ_01079;CNPJ_07352;3219;PIX;2025-03-30;
CNPJ_01079;CNPJ_07352;5693;PIX;2025-05-30;
CNPJ_01079;CNPJ_07787;6219;PIX;2025-04-29;
CNPJ_01079;CNPJ_07787;6361;PIX;2025-05-30;
CNPJ_01081;CNPJ_00960;51;PIX;2025-03-30;
CNPJ_01081;CNPJ_00960;141;PIX;2025-05-30;
CNPJ_01083;CNPJ_07065;140;PIX;2025-03-30;
CNPJ_01083;CNPJ_07065;335;PIX;2025-04-29;
CNPJ_01083;CNPJ_08207;1035;SISTEMICO;2025-03-30;
CNPJ_01083;CNPJ_08207;207;PIX;2025-05-30;
CNPJ_01084;CNPJ_00365;2276;SISTEMICO;2025-03-30;
CNPJ_01084;CNPJ_00365;16093;PIX;2025-05-30;
CNPJ_01084;CNPJ_01106;14373;PIX;2025-03-30;
CNPJ_01084;CNPJ_01106;19576;TED;2025-05-30;
CNPJ_01084;CNPJ_01911;4594;PIX;2025-04-29;
CNPJ_01084;CNPJ_01911;19719;BOLETO;2025-05-30;
CNPJ_01084;CNPJ_02005;6340;PIX;2025-03-30;
CNPJ_01084;CNPJ_02005;11317;PIX;2025-05-30;
CNPJ_01084;CNPJ_02617;4610;PIX;2025-03-30;
CNPJ_01084;CNPJ_02617;7094;PIX;2025-05-30;
CNPJ_01084;CNPJ_03887;3139;TED;2025-03-30;
CNPJ_01084;CNPJ_03887;4395;PIX;2025-05-30;
CNPJ_01084;CNPJ_04492;19090;PIX;2025-03-30;
CNPJ_01084;CNPJ_04492;19500;PIX;2025-05-30;
CNPJ_01084;CNPJ_04927;7124;PIX;2025-04-29;
CNPJ_01084;CNPJ_04927;7198;PIX;2025-05-30;
CNPJ_01084;CNPJ_05391;9620;PIX;2025-03-30;
CNPJ_01084;CNPJ_05391;12321;PIX;2025-05-30;
CNPJ_01084;CNPJ_05864;18649;PIX;2025-04-29;
CNPJ_01084;CNPJ_05864;9296;PIX;2025-05-30;
CNPJ_01084;CNPJ_06480;22228;PIX;2025-03-30;
